date,year,location,species,type,count
26-Jun,2011,Kogrukluk River,Chinook,Counted Live,0
26-Jun,2011,Kogrukluk River,Chum,Counted Live,5
26-Jun,2011,Kogrukluk River,Coho,Counted Live,0
26-Jun,2011,Kogrukluk River,Sockeye,Counted Live,0
26-Jun,2012,Kogrukluk River,Coho,Estimated,0
26-Jun,2013,Kogrukluk River,Chinook,Estimated,0
26-Jun,2013,Kogrukluk River,Chum,Estimated,0
26-Jun,2013,Kogrukluk River,Coho,Estimated,0
26-Jun,2013,Kogrukluk River,Sockeye,Estimated,0
26-Jun,2014,Kogrukluk River,Chinook,Counted Live,2
26-Jun,2014,Kogrukluk River,Chum,Counted Live,34
26-Jun,2014,Kogrukluk River,Coho,Counted Live,0
26-Jun,2014,Kogrukluk River,Sockeye,Counted Live,0
26-Jun,2015,Kogrukluk River,Chinook,Counted Live,2
26-Jun,2015,Kogrukluk River,Chum,Counted Live,12
26-Jun,2015,Kogrukluk River,Coho,Counted Live,0
26-Jun,2015,Kogrukluk River,Sockeye,Counted Live,0
26-Jun,2016,Kogrukluk River,Chinook,Counted Live,21
26-Jun,2016,Kogrukluk River,Chum,Counted Live,16
26-Jun,2016,Kogrukluk River,Coho,Counted Live,0
26-Jun,2016,Kogrukluk River,Sockeye,Counted Live,0
26-Jun,2017,Kogrukluk River,Chinook,Counted Live,1
26-Jun,2017,Kogrukluk River,Chum,Counted Live,38
26-Jun,2017,Kogrukluk River,Coho,Counted Live,0
26-Jun,2017,Kogrukluk River,Sockeye,Counted Live,0
27-Jun,1976,Kogrukluk River,Chinook,Estimated,0
27-Jun,1976,Kogrukluk River,Chum,Estimated,0
27-Jun,1976,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1978,Kogrukluk River,Chinook,Estimated,0
27-Jun,1978,Kogrukluk River,Chum,Estimated,0
27-Jun,1978,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1979,Kogrukluk River,Chinook,Estimated,0
27-Jun,1979,Kogrukluk River,Chum,Estimated,0
27-Jun,1979,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1981,Kogrukluk River,Chinook,Estimated,19
27-Jun,1981,Kogrukluk River,Chum,Estimated,389
27-Jun,1981,Kogrukluk River,Coho,Estimated,0
27-Jun,1981,Kogrukluk River,Sockeye,Estimated,152
27-Jun,1982,Kogrukluk River,Chinook,Estimated,5
27-Jun,1982,Kogrukluk River,Chum,Estimated,0
27-Jun,1982,Kogrukluk River,Coho,Estimated,0
27-Jun,1982,Kogrukluk River,Sockeye,Estimated,1
27-Jun,1983,Kogrukluk River,Chinook,Counted Live,6
27-Jun,1983,Kogrukluk River,Chum,Counted Live,65
27-Jun,1983,Kogrukluk River,Coho,Counted Live,0
27-Jun,1983,Kogrukluk River,Sockeye,Counted Live,0
27-Jun,1984,Kogrukluk River,Chinook,Counted Live,4
27-Jun,1984,Kogrukluk River,Chum,Counted Live,43
27-Jun,1984,Kogrukluk River,Coho,Counted Live,0
27-Jun,1984,Kogrukluk River,Sockeye,Counted Live,2
27-Jun,1985,Kogrukluk River,Chinook,Estimated,0
27-Jun,1985,Kogrukluk River,Chum,Estimated,0
27-Jun,1985,Kogrukluk River,Coho,Estimated,0
27-Jun,1985,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1986,Kogrukluk River,Chum,Estimated,0
27-Jun,1986,Kogrukluk River,Coho,Estimated,0
27-Jun,1986,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1987,Kogrukluk River,Coho,Estimated,0
27-Jun,1988,Kogrukluk River,Chinook,Estimated,0
27-Jun,1988,Kogrukluk River,Chum,Estimated,0
27-Jun,1988,Kogrukluk River,Coho,Estimated,0
27-Jun,1988,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1990,Kogrukluk River,Chinook,Estimated,0
27-Jun,1990,Kogrukluk River,Chum,Estimated,1
27-Jun,1990,Kogrukluk River,Coho,Estimated,0
27-Jun,1990,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1991,Kogrukluk River,Chinook,Estimated,0
27-Jun,1991,Kogrukluk River,Chum,Estimated,0
27-Jun,1991,Kogrukluk River,Coho,Estimated,0
27-Jun,1991,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1992,Kogrukluk River,Chinook,Estimated,0
27-Jun,1992,Kogrukluk River,Chum,Estimated,1019
27-Jun,1992,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1993,Kogrukluk River,Chinook,Estimated,0
27-Jun,1993,Kogrukluk River,Chum,Estimated,0
27-Jun,1993,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1994,Kogrukluk River,Coho,Estimated,0
27-Jun,1995,Kogrukluk River,Chinook,Estimated,1
27-Jun,1995,Kogrukluk River,Chum,Estimated,13
27-Jun,1995,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1996,Kogrukluk River,Chinook,Estimated,0
27-Jun,1996,Kogrukluk River,Chum,Estimated,16
27-Jun,1996,Kogrukluk River,Coho,Estimated,0
27-Jun,1996,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1997,Kogrukluk River,Chinook,Estimated,32
27-Jun,1997,Kogrukluk River,Chum,Estimated,5
27-Jun,1997,Kogrukluk River,Coho,Estimated,0
27-Jun,1997,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1998,Kogrukluk River,Coho,Estimated,0
27-Jun,1998,Kogrukluk River,Sockeye,Estimated,0
27-Jun,1999,Kogrukluk River,Chinook,Estimated,0
27-Jun,1999,Kogrukluk River,Chum,Estimated,0
27-Jun,1999,Kogrukluk River,Coho,Estimated,0
27-Jun,1999,Kogrukluk River,Sockeye,Estimated,0
