date,year,location,species,type,count
6/25,2014,Salmon River (Aniak),Chinook,Estimated,0
6/25,2014,Salmon River (Aniak),Chum,Estimated,0
6/25,2014,Salmon River (Aniak),Coho,Estimated,0
6/25,2014,Salmon River (Aniak),Sockeye,Estimated,0
6/25,2015,Salmon River (Aniak),Chinook,Counted Live,0
6/25,2015,Salmon River (Aniak),Chum,Counted Live,4
6/25,2015,Salmon River (Aniak),Coho,Counted Live,0
6/25,2015,Salmon River (Aniak),Sockeye,Counted Live,0
6/25,2016,Salmon River (Aniak),Chinook,Counted Live,21
6/25,2016,Salmon River (Aniak),Chum,Counted Live,14
6/25,2016,Salmon River (Aniak),Coho,Counted Live,0
6/25,2016,Salmon River (Aniak),Sockeye,Counted Live,0
6/25,2017,Salmon River (Aniak),Chinook,Estimated,0
6/25,2017,Salmon River (Aniak),Chum,Estimated,0
6/25,2017,Salmon River (Aniak),Sockeye,Estimated,0
6/25,2018,Salmon River (Aniak),Chinook,Estimated,0
6/25,2018,Salmon River (Aniak),Chum,Estimated,0
6/25,2018,Salmon River (Aniak),Sockeye,Estimated,0
6/26,2006,Salmon River (Aniak),Chinook,Counted Live,0
6/26,2006,Salmon River (Aniak),Chum,Counted Live,33
6/26,2006,Salmon River (Aniak),Coho,Counted Live,0
6/26,2006,Salmon River (Aniak),Sockeye,Counted Live,0
6/26,2007,Salmon River (Aniak),Chinook,Counted Live,1
6/26,2007,Salmon River (Aniak),Chum,Counted Live,4
6/26,2007,Salmon River (Aniak),Coho,Counted Live,0
6/26,2007,Salmon River (Aniak),Sockeye,Counted Live,0
6/26,2008,Salmon River (Aniak),Chinook,Counted Live,0
6/26,2008,Salmon River (Aniak),Chum,Counted Live,0
6/26,2008,Salmon River (Aniak),Coho,Counted Live,0
6/26,2008,Salmon River (Aniak),Sockeye,Counted Live,0
6/26,2009,Salmon River (Aniak),Chinook,Estimated,0
6/26,2009,Salmon River (Aniak),Chum,Estimated,0
6/26,2009,Salmon River (Aniak),Coho,Estimated,0
6/26,2009,Salmon River (Aniak),Sockeye,Estimated,0
6/26,2012,Salmon River (Aniak),Chum,Estimated,0
6/26,2012,Salmon River (Aniak),Sockeye,Estimated,0
6/26,2013,Salmon River (Aniak),Chinook,Counted Live,0
6/26,2013,Salmon River (Aniak),Chum,Counted Live,2
6/26,2013,Salmon River (Aniak),Coho,Counted Live,0
6/26,2013,Salmon River (Aniak),Sockeye,Counted Live,0
6/26,2014,Salmon River (Aniak),Chinook,Estimated,3
6/26,2014,Salmon River (Aniak),Chum,Estimated,0
6/26,2014,Salmon River (Aniak),Coho,Estimated,0
6/26,2014,Salmon River (Aniak),Sockeye,Estimated,0
6/26,2015,Salmon River (Aniak),Chinook,Counted Live,0
6/26,2015,Salmon River (Aniak),Chum,Counted Live,0
6/26,2015,Salmon River (Aniak),Coho,Counted Live,0
6/26,2015,Salmon River (Aniak),Sockeye,Counted Live,0
6/26,2016,Salmon River (Aniak),Chinook,Counted Live,4
6/26,2016,Salmon River (Aniak),Chum,Counted Live,2
6/26,2016,Salmon River (Aniak),Coho,Counted Live,0
6/26,2016,Salmon River (Aniak),Sockeye,Counted Live,0
6/26,2017,Salmon River (Aniak),Chinook,Estimated,0
6/26,2017,Salmon River (Aniak),Chum,Estimated,0
6/26,2017,Salmon River (Aniak),Sockeye,Estimated,0
6/26,2018,Salmon River (Aniak),Chinook,Estimated,0
